"","Chromosome","Start","End"
"14840","chr18","4229700","4232450"
"14841","chr18","4277109","4278384"
"14842","chr18","4303423","4304308"
"14843","chr18","4338583","4340694"
"14844","chr18","4341724","4346299"
"14845","chr18","4347573","4354550"
"14846","chr18","4355346","4356519"
"14847","chr18","4390921","4393463"
"14848","chr18","4394468","4395801"
"14849","chr18","4395886","4397322"
"14850","chr18","4416784","4417238"
"14851","chr18","4429683","4431608"
"14852","chr18","4432549","4438861"
"14853","chr18","4461048","4462708"
"14854","chr18","4464773","4467989"
"14855","chr18","4468622","4470980"
"14856","chr18","4471757","4473430"
"14857","chr18","4502518","4502958"
"14858","chr18","4508741","4516273"
"14859","chr18","4519475","4526238"
"14860","chr18","4540029","4546348"
"14861","chr18","4549937","4562678"
"14862","chr18","4573205","4574468"
"14863","chr18","4574557","4577902"
"14864","chr18","4581876","4586818"
"14865","chr18","4587038","4594698"
"14866","chr18","4615632","4621843"
"14867","chr18","4625953","4629157"
"14868","chr18","4630226","4630855"
"14869","chr18","4631681","4637054"
"14870","chr18","4637427","4638628"
"14871","chr18","4645196","4646882"
"14872","chr18","4679775","4680777"
"14873","chr18","4688578","4688817"
"14874","chr18","4693207","4693524"
"14875","chr18","4704936","4706279"
"14876","chr18","4723012","4728199"
"14877","chr18","4735914","4740231"
"14878","chr18","4748400","4757133"
"14879","chr18","4785046","4794745"
"14880","chr18","4802846","4805357"
"14881","chr18","4871626","4874813"
"14882","chr18","4877335","4877763"
"14883","chr18","4892960","4896684"
"14884","chr18","4899122","4900687"
"14885","chr18","4940489","4942830"
"14886","chr18","4969012","4971731"
"14887","chr18","4982340","4986313"
"14888","chr18","4990291","4991600"
"14889","chr18","4996838","5005669"
"14890","chr18","5008200","5008468"
"14891","chr18","5008877","5013176"
"14892","chr18","5025321","5027855"
"14893","chr18","5055834","5056346"
"14894","chr18","5068882","5069358"
"14895","chr18","5069359","5069847"
"14896","chr18","5072286","5076165"
"14897","chr18","5086078","5088479"
"14898","chr18","5091856","5092674"
"14899","chr18","5124369","5124782"
"14900","chr18","5136865","5141168"
"14901","chr18","5164417","5169977"
"14902","chr18","5171800","5176936"
"14903","chr18","5180226","5181474"
"14904","chr18","5194305","5204629"
"14905","chr18","5207219","5209194"
"14906","chr18","5217292","5220852"
"14907","chr18","5224873","5232333"
"14908","chr18","5242961","5245348"
"14909","chr18","5312693","5315092"
"14910","chr18","5338704","5341634"
"14911","chr18","5343238","5350212"
"14912","chr18","5365892","5368885"
"14913","chr18","5369446","5369691"
"14914","chr18","5375248","5378983"
"14915","chr18","5390670","5402556"
"14916","chr18","5421917","5422951"
"14917","chr18","5429501","5436677"
"14918","chr18","5449627","5452106"
"14919","chr18","5480948","5481394"
"14920","chr18","5496785","5497915"
"14921","chr18","5533124","5541030"
"14922","chr18","5551639","5551893"
"14923","chr18","5553098","5554202"
"14924","chr18","5554204","5556504"
"14925","chr18","5578892","5581975"
"14926","chr18","5586484","5588985"
"14927","chr18","5592969","5601139"
"14928","chr18","5628518","5638406"
"14929","chr18","5654770","5662138"
"14930","chr18","5669666","5671751"
"14931","chr18","5711456","5712928"
"14932","chr18","5722442","5726729"
"14933","chr18","5743509","5744057"
"14934","chr18","5756446","5757033"
"14935","chr18","5757168","5762275"
"14936","chr18","5766709","5769337"
"14937","chr18","5780914","5782627"
"14938","chr18","5795226","5796029"
"14939","chr18","5812956","5823662"
"14940","chr18","5905745","5908103"
"14941","chr18","5935812","5943767"
"14942","chr18","5953341","5968548"
"14943","chr18","5982607","5996484"
"14944","chr18","6025331","6041993"
"14945","chr18","6054837","6060078"
"14946","chr18","6066676","6069828"
"14947","chr18","6071528","6071809"
"14948","chr18","6079364","6080830"
"14949","chr18","6081098","6090048"
"14950","chr18","6099304","6099525"
"14951","chr18","6108325","6111779"
"14952","chr18","6113526","6113816"
"14953","chr18","6124854","6132848"
"14954","chr18","6139121","6141457"
"14955","chr18","6163169","6164315"
"14956","chr18","6174868","6178203"
"14957","chr18","6199742","6200848"
"14958","chr18","6223811","6232231"
"14959","chr18","6242605","6246079"
"14960","chr18","6251061","6254850"
"14961","chr18","6259292","6272097"
"14962","chr18","6280400","6285271"
"14963","chr18","6297448","6303249"
"14964","chr18","6303365","6306806"
"14965","chr18","6330807","6335647"
"14966","chr18","6342106","6343293"
"14967","chr18","6376170","6383029"
"14968","chr18","6384458","6387713"
"14969","chr18","6388134","6392805"
"14970","chr18","6397761","6401073"
"14971","chr18","6402318","6405397"
"14972","chr18","6408054","6408548"
"14973","chr18","6409689","6421025"
"14974","chr18","6442482","6459200"
"14975","chr18","6480353","6482150"
"14976","chr18","6484064","6486576"
"14977","chr18","6487899","6488371"
"14978","chr18","6492298","6496557"
"14979","chr18","6527019","6527437"
"14980","chr18","6562626","6566011"
"14981","chr18","6574591","6584598"
"14982","chr18","6595703","6597061"
"14983","chr18","6617128","6618672"
"14984","chr18","6627549","6629635"
"14985","chr18","6649139","6655512"
"14986","chr18","6664935","6669104"
"14987","chr18","6686956","6690969"
"14988","chr18","6694288","6695250"
"14989","chr18","6702131","6703290"
"14990","chr18","6712349","6715723"
"14991","chr18","6720685","6724002"
"14992","chr18","6725808","6729194"
"14993","chr18","6733534","6739172"
"14994","chr18","6801500","6803592"
"14995","chr18","6841611","6842540"
"14996","chr18","6842596","6843528"
"14997","chr18","6849296","6853188"
"14998","chr18","6855605","6857977"
"14999","chr18","6862488","6863210"
"15000","chr18","6863365","6864296"
"15001","chr18","6868719","6870200"
"15002","chr18","6870883","6934470"
"15003","chr18","6947624","6951276"
"15004","chr18","6976809","6979899"
"15005","chr18","6986733","6990803"
"15006","chr18","6997014","7001533"
"15007","chr18","7005493","7006634"
"15008","chr18","7011450","7016589"
"15009","chr18","7024434","7025257"
"15010","chr18","7025853","7028967"
"15011","chr18","7029188","7040698"
"15012","chr18","7043325","7047334"
"15013","chr18","7050260","7052967"
"15014","chr18","7057417","7063276"
"15015","chr18","7067496","7068773"
"15016","chr18","7080785","7083137"
"15017","chr18","7083200","7084556"
"15018","chr18","7091029","7094014"
"15019","chr18","7095712","7099203"
"15020","chr18","7112134","7113873"
"15021","chr18","7116697","7118856"
"15022","chr18","7128276","7130442"
"15023","chr18","7131470","7133192"
"15024","chr18","7134157","7135570"
"15025","chr18","7138379","7139627"
"15026","chr18","7150337","7154486"
"15027","chr18","7166198","7168580"
"15028","chr18","7173651","7178050"
"15029","chr18","7180210","7180776"
"15030","chr18","7220136","7221250"
"15031","chr18","7223101","7228895"
"15032","chr18","7235214","7235723"
"15033","chr18","7247798","7252951"
"15034","chr18","7254439","7256918"
"15035","chr18","7271301","7271813"
"15036","chr18","7278126","7278416"
"15037","chr18","7355374","7356432"
"15038","chr18","7359687","7363956"
"15039","chr18","7370082","7372379"
"15040","chr18","7404281","7405078"
"15041","chr18","7446406","7449365"
"15042","chr18","7461357","7463778"
"15043","chr18","7471190","7475694"
"15044","chr18","7480921","7483828"
"15045","chr18","7525463","7543072"
"15046","chr18","7543849","7551441"
"15047","chr18","7572378","7574386"
"15048","chr18","7595636","7597582"
"15049","chr18","7597594","7598032"
"15050","chr18","7601968","7603872"
"15051","chr18","7609039","7611779"
"15052","chr18","7614894","7616356"
"15053","chr18","7647034","7652850"
"15054","chr18","7683468","7685438"
"15055","chr18","7717102","7719799"
"15056","chr18","7744642","7748946"
"15057","chr18","7760224","7765394"
"15058","chr18","7784551","7795007"
"15059","chr18","7797043","7798454"
"15060","chr18","7808433","7816049"
"15061","chr18","7821037","7821270"
"15062","chr18","7826229","7832279"
"15063","chr18","7833623","7836618"
"15064","chr18","7845331","7852411"
"15065","chr18","7891137","7895541"
"15066","chr18","7897888","7898850"
"15067","chr18","7910906","7911196"
"15068","chr18","7965761","7966105"
"15069","chr18","7987841","7991531"
"15070","chr18","7995367","7998302"
"15071","chr18","7999688","8001875"
"15072","chr18","8005395","8007200"
"15073","chr18","8024799","8026489"
"15074","chr18","8105014","8107433"
"15075","chr18","8107986","8108462"
"15076","chr18","8115567","8116076"
"15077","chr18","8126020","8126739"
"15078","chr18","8147825","8148314"
"15079","chr18","8152095","8162854"
"15080","chr18","8165830","8167651"
"15081","chr18","8201207","8203060"
"15082","chr18","8236620","8240724"
"15083","chr18","8255998","8256927"
"15084","chr18","8307106","8307405"
"15085","chr18","8311905","8315864"
"15086","chr18","8327561","8329656"
"15087","chr18","8357667","8363919"
"15088","chr18","8366666","8369141"
"15089","chr18","8371699","8372301"
"15090","chr18","8373022","8373333"
"15091","chr18","8385019","8387537"
"15092","chr18","8396455","8400284"
"15093","chr18","8477854","8483359"
"15094","chr18","8489712","8493468"
"15095","chr18","8522924","8525934"
"15096","chr18","8551843","8560381"
"15097","chr18","8571402","8577071"
"15098","chr18","8592127","8593614"
"15099","chr18","8596200","8596520"
"15100","chr18","8614060","8616804"
"15101","chr18","8619324","8623399"
"15102","chr18","8644196","8650423"
"15103","chr18","8683304","8686910"
"15104","chr18","8702464","8708635"
"15105","chr18","8765972","8768705"
"15106","chr18","8771684","8775478"
"15107","chr18","8790165","8793282"
"15108","chr18","8810432","8811034"
"15109","chr18","8823656","8827665"
"15110","chr18","8866669","8867211"
"15111","chr18","8870572","8877699"
"15112","chr18","8888371","8889138"
"15113","chr18","8893644","8898107"
"15114","chr18","8911463","8914940"
"15115","chr18","8935214","8935513"
"15116","chr18","8966986","8969154"
"15117","chr18","8970911","8979441"
"15118","chr18","8980515","8981490"
"15119","chr18","8982740","8984653"
"15120","chr18","9065382","9071187"
"15121","chr18","9093485","9100862"
"15122","chr18","9107498","9108633"
"15123","chr18","9116294","9117200"
"15124","chr18","9117882","9119689"
"15125","chr18","9124548","9125177"
"15126","chr18","9144088","9144734"
"15127","chr18","9159371","9161859"
"15128","chr18","9167059","9171821"
"15129","chr18","9177605","9184795"
"15130","chr18","9196570","9200804"
"15131","chr18","9205775","9207274"
"15132","chr18","9216250","9219045"
"15133","chr18","9252054","9252329"
"15134","chr18","9269742","9271136"
"15135","chr18","9341312","9347641"
"15136","chr18","9350428","9351762"
"15137","chr18","9352948","9359176"
"15138","chr18","9363349","9366177"
"15139","chr18","9375003","9375545"
"15140","chr18","9378064","9381104"
"15141","chr18","9383492","9385584"
"15142","chr18","9388329","9389009"
"15143","chr18","9409025","9410216"
"15144","chr18","9424995","9425893"
"15145","chr18","9482036","9482430"
"15146","chr18","9496343","9496739"
"15147","chr18","9528475","9529800"
"15148","chr18","9532767","9538047"
"15149","chr18","9549553","9555105"
"15150","chr18","9558773","9562963"
"15151","chr18","9567184","9567478"
"15152","chr18","9579737","9586317"
"15153","chr18","9590879","9595044"
"15154","chr18","9596991","9598098"
"15155","chr18","9600791","9602888"
"15156","chr18","9634726","9638042"
"15157","chr18","9656867","9658669"
"15158","chr18","9708478","9716308"
"15159","chr18","9724940","9733338"
"15160","chr18","9746906","9751388"
"15161","chr18","9751646","9751969"
"15162","chr18","9797370","9800120"
"15163","chr18","9860022","9862342"
"15164","chr18","9873662","9877371"
"15165","chr18","9879245","9881529"
"15166","chr18","9882780","9886399"
"15167","chr18","9892021","9893411"
"15168","chr18","9916310","9917404"
"15169","chr18","9917764","9919487"
"15170","chr18","9929968","9931056"
"15171","chr18","9934302","9935432"
"15172","chr18","9940781","9945734"
"15173","chr18","9946091","9951730"
"15174","chr18","9991717","9994879"
"15175","chr18","10001650","10008954"
"15176","chr18","10011264","10012828"
"15177","chr18","10027374","10038360"
"15178","chr18","10062323","10066882"
"15179","chr18","10069527","10070568"
"15180","chr18","10088483","10093402"
"15181","chr18","10106786","10110863"
"15182","chr18","10131603","10140855"
"15183","chr18","10141457","10143737"
"15184","chr18","10185901","10188379"
"15185","chr18","10190552","10191016"
"15186","chr18","10203824","10204222"
"15187","chr18","10232570","10233840"
"15188","chr18","10250081","10250833"
"15189","chr18","10266568","10271668"
"15190","chr18","10273024","10278108"
"15191","chr18","10293085","10296801"
"15192","chr18","10298337","10300757"
"15193","chr18","10305314","10309274"
"15194","chr18","10314356","10314961"
"15195","chr18","10318873","10320300"
"15196","chr18","10341597","10364549"
"15197","chr18","10367978","10374290"
"15198","chr18","10375706","10379519"
"15199","chr18","10380271","10383632"
"15200","chr18","10425632","10426793"
"15201","chr18","10426953","10440789"
"15202","chr18","10442732","10450133"
"15203","chr18","10460924","10464256"
"15204","chr18","10531631","10537104"
"15205","chr18","10570872","10574645"
"15206","chr18","10581888","10584380"
"15207","chr18","10594923","10606376"
"15208","chr18","10679493","10682421"
"15209","chr18","10714118","10719633"
"15210","chr18","10722746","10725279"
"15211","chr18","10730737","10732929"
"15212","chr18","10734472","10738421"
"15213","chr18","10772120","10772644"
"15214","chr18","10782516","10785954"
"15215","chr18","10791257","10791652"
"15216","chr18","10801025","10801785"
"15217","chr18","10802536","10803078"
"15218","chr18","10806320","10806844"
"15219","chr18","10815675","10825931"
"15220","chr18","10827238","10828731"
"15221","chr18","10833052","10833402"
"15222","chr18","10834740","10838845"
"15223","chr18","10842556","10845133"
"15224","chr18","10848723","10850121"
"15225","chr18","10869631","10872393"
"15226","chr18","10889164","10894438"
"15227","chr18","10905636","10913595"
"15228","chr18","10916494","10923965"
"15229","chr18","10925549","10933964"
"15230","chr18","10942705","10946062"
"15231","chr18","10952570","10960456"
"15232","chr18","10964794","10967124"
"15233","chr18","10972794","10974951"
"15234","chr18","10975987","10981118"
"15235","chr18","10984209","10987442"
"15236","chr18","10988898","10989636"
"15237","chr18","10990327","10992862"
"15238","chr18","10996426","10997810"
"15239","chr18","10998385","11000801"
"15240","chr18","11010075","11011133"
"15241","chr18","11028573","11029631"
"15242","chr18","11039602","11040036"
"15243","chr18","11049833","11051470"
"15244","chr18","11058214","11063415"
"15245","chr18","11065521","11067870"
"15246","chr18","11068454","11069556"
"15247","chr18","11072639","11074201"
"15248","chr18","11107954","11108439"
"15249","chr18","11134773","11138916"
"15250","chr18","11143731","11144340"
"15251","chr18","11144804","11146510"
"15252","chr18","11146562","11146765"
"15253","chr18","11146929","11150062"
"15254","chr18","11159567","11164692"
"15255","chr18","11174532","11187788"
"15256","chr18","11190759","11194368"
"15257","chr18","11197750","11198085"
"15258","chr18","11203504","11205919"
"15259","chr18","11207929","11208147"
"15260","chr18","11214557","11214742"
"15261","chr18","11219597","11220136"
"15262","chr18","11224440","11229419"
"15263","chr18","11238487","11243430"
"15264","chr18","11250454","11254070"
"15265","chr18","11260493","11269141"
"15266","chr18","11269755","11270864"
"15267","chr18","11282776","11284715"
"15268","chr18","11286339","11291890"
"15269","chr18","11349932","11350201"
"15270","chr18","11380011","11385911"
"15271","chr18","11393697","11396741"
"15272","chr18","11404089","11405519"
"15273","chr18","11435796","11437253"
"15274","chr18","11443410","11452424"
"15275","chr18","11454524","11455504"
"15276","chr18","11458272","11461599"
"15277","chr18","11463886","11466386"
"15278","chr18","11467000","11468120"
"15279","chr18","11483011","11497256"
"15280","chr18","11522290","11523125"
"15281","chr18","11526219","11529098"
"15282","chr18","11531069","11534588"
"15283","chr18","11561426","11562963"
"15284","chr18","11587535","11588507"
"15285","chr18","11589297","11591937"
"15286","chr18","11624937","11626153"
"15287","chr18","11663246","11677052"
"15288","chr18","11686302","11689342"
"15289","chr18","11699739","11706902"
"15290","chr18","11731113","11734072"
"15291","chr18","11743083","11743667"
"15292","chr18","11746394","11749816"
"15293","chr18","11761609","11772469"
"15294","chr18","11835083","11835616"
"15295","chr18","11836019","11836591"
"15296","chr18","11837324","11838672"
"15297","chr18","11839321","11840747"
"15298","chr19","5347","7255"
"15299","chr19","13242","20191"
"15300","chr19","55479","56294"
"15301","chr19","72484","73263"
"15302","chr19","75809","81352"
"15303","chr19","86970","88238"
"15304","chr19","91905","93166"
"15305","chr19","96691","100867"
"15306","chr19","291368","294030"
"15307","chr19","297532","299197"
"15308","chr19","302735","303240"
"15309","chr19","306116","307309"
"15310","chr19","366870","367817"
"15311","chr19","384267","387376"
"15312","chr19","393133","395264"
"15313","chr19","396012","396917"
"15314","chr19","396957","399893"
"15315","chr19","411461","413645"
"15316","chr19","417080","418317"
"15317","chr19","419644","421101"
"15318","chr19","423331","427989"
"15319","chr19","430442","430951"
"15320","chr19","433942","434184"
"15321","chr19","437427","438110"
"15322","chr19","441555","441794"
"15323","chr19","444424","445059"
"15324","chr19","455369","455902"
"15325","chr19","473982","475166"
"15326","chr19","485374","486108"
"15327","chr19","495756","505001"
"15328","chr19","511539","513858"
"15329","chr19","527251","528432"
"15330","chr19","537120","538163"
"15331","chr19","541484","542422"
"15332","chr19","544570","545028"
"15333","chr19","546426","546806"
"15334","chr19","548001","549484"
"15335","chr19","555603","555854"
"15336","chr19","558202","562814"
"15337","chr19","575335","577808"
"15338","chr19","580203","582589"
"15339","chr19","602215","610806"
"15340","chr19","611846","613186"
"15341","chr19","642897","644746"
"15342","chr19","647378","648095"
"15343","chr19","663232","666185"
"15344","chr19","670059","676333"
"15345","chr19","693747","699289"
"15346","chr19","700226","703040"
"15347","chr19","711265","716513"
"15348","chr19","717367","718065"
"15349","chr19","728298","733706"
"15350","chr19","739346","744479"
"15351","chr19","747940","748581"
"15352","chr19","757005","761124"
"15353","chr19","763206","769641"
"15354","chr19","782298","788895"
"15355","chr19","788925","795273"
"15356","chr19","799833","805568"
"15357","chr19","823193","825082"
"15358","chr19","842525","843162"
"15359","chr19","843833","844165"
"15360","chr19","854502","860510"
"15361","chr19","864369","875287"
"15362","chr19","883104","884963"
"15363","chr19","891124","898222"
"15364","chr19","921920","927078"
"15365","chr19","933456","934658"
"15366","chr19","935482","936919"
"15367","chr19","938698","941256"
"15368","chr19","942111","942868"
"15369","chr19","944443","946336"
"15370","chr19","948712","954651"
"15371","chr19","958340","964795"
"15372","chr19","966501","968472"
"15373","chr19","987181","989329"
"15374","chr19","1016980","1020416"
"15375","chr19","1020891","1021827"
"15376","chr19","1027074","1032191"
"15377","chr19","1039844","1042943"
"15378","chr19","1051633","1055981"
"15379","chr19","1057184","1059765"
"15380","chr19","1061141","1064093"
"15381","chr19","1067868","1071796"
"15382","chr19","1072573","1073955"
"15383","chr19","1082610","1085004"
"15384","chr19","1087715","1088682"
"15385","chr19","1097965","1099786"
"15386","chr19","1099888","1100839"
"15387","chr19","1110319","1112231"
"15388","chr19","1113535","1117067"
"15389","chr19","1132712","1134641"
"15390","chr19","1142207","1142473"
"15391","chr19","1147489","1151472"
"15392","chr19","1159623","1160607"
"15393","chr19","1165140","1167980"
"15394","chr19","1326158","1326412"
"15395","chr19","1334798","1336934"
"15396","chr19","1337648","1338132"
"15397","chr19","1338721","1339711"
"15398","chr19","1346347","1347450"
"15399","chr19","1358781","1369278"
"15400","chr19","1373610","1375314"
"15401","chr19","1376131","1378651"
"15402","chr19","1379392","1383145"
"15403","chr19","1396546","1397509"
"15404","chr19","1398474","1400216"
"15405","chr19","1403132","1408840"
"15406","chr19","1422134","1427344"
"15407","chr19","1430882","1432225"
"15408","chr19","1433910","1434542"
"15409","chr19","1442724","1443469"
"15410","chr19","1453573","1454625"
"15411","chr19","1456833","1457171"
"15412","chr19","1458059","1461514"
"15413","chr19","1474237","1476546"
"15414","chr19","1484687","1485485"
"15415","chr19","1494394","1501711"
"15416","chr19","1512758","1527125"
"15417","chr19","1547008","1548647"
"15418","chr19","1551845","1553178"
"15419","chr19","1556171","1558242"
"15420","chr19","1590008","1591492"
"15421","chr19","1595327","1603424"
"15422","chr19","1623924","1628620"
"15423","chr19","1656266","1661060"
"15424","chr19","1667856","1674826"
"15425","chr19","1684428","1687310"
"15426","chr19","1690151","1691968"
"15427","chr19","1694900","1696509"
"15428","chr19","1715432","1715620"
"15429","chr19","1717332","1718444"
"15430","chr19","1719312","1729064"
"15431","chr19","1738305","1742239"
"15432","chr19","1744196","1745588"
"15433","chr19","1745680","1748335"
"15434","chr19","1752010","1764988"
"15435","chr19","1765390","1767680"
"15436","chr19","1771517","1772906"
"15437","chr19","1774421","1777484"
"15438","chr19","1790467","1790775"
"15439","chr19","1792916","1795659"
"15440","chr19","1799856","1800215"
"15441","chr19","1804641","1811875"
"15442","chr19","1822820","1824267"
"15443","chr19","1824502","1825389"
"15444","chr19","1856012","1857380"
"15445","chr19","1862038","1864378"
"15446","chr19","1871650","1875234"
"15447","chr19","1882552","1885341"
"15448","chr19","1887155","1888463"
"15449","chr19","1893106","1898260"
"15450","chr19","1944027","1948585"
"15451","chr19","1956760","1962131"
"15452","chr19","1963939","1964644"
"15453","chr19","1967145","1971028"
"15454","chr19","1975788","1979525"
"15455","chr19","1983369","1985993"
"15456","chr19","1991004","1993759"
"15457","chr19","1999202","2004154"
"15458","chr19","2005110","2009565"
"15459","chr19","2031248","2043995"
"15460","chr19","2052438","2060416"
"15461","chr19","2061527","2067232"
"15462","chr19","2068220","2072243"
"15463","chr19","2079036","2080882"
"15464","chr19","2083920","2093868"
"15465","chr19","2095929","2097614"
"15466","chr19","2108011","2110503"
"15467","chr19","2118716","2122472"
"15468","chr19","2127092","2128572"
"15469","chr19","2143715","2144140"
"15470","chr19","2144714","2146299"
"15471","chr19","2152080","2164816"
"15472","chr19","2230590","2233593"
"15473","chr19","2235963","2237965"
"15474","chr19","2270676","2272007"
"15475","chr19","2282416","2288743"
"15476","chr19","2290309","2294463"
"15477","chr19","2321432","2321767"
"15478","chr19","2322806","2328242"
"15479","chr19","2343391","2346562"
"15480","chr19","2353125","2356539"
"15481","chr19","2358996","2362271"
"15482","chr19","2364366","2367580"
"15483","chr19","2371178","2377444"
"15484","chr19","2402136","2409988"
"15485","chr19","2422240","2422575"
"15486","chr19","2438002","2462006"
"15487","chr19","2598491","2610472"
"15488","chr19","2611513","2613808"
"15489","chr19","2619657","2623259"
"15490","chr19","2637257","2656650"
"15491","chr19","2681010","2682115"
"15492","chr19","2686879","2688935"
"15493","chr19","2731128","2731930"
"15494","chr19","2734159","2734851"
"15495","chr19","2763330","2766146"
"15496","chr19","2766333","2768003"
"15497","chr19","2773256","2778070"
"15498","chr19","2779826","2784931"
"15499","chr19","2792920","2796913"
"15500","chr19","2805406","2808785"
"15501","chr19","2811245","2814720"
"15502","chr19","2823704","2827068"
"15503","chr19","2859298","2865419"
"15504","chr19","2879168","2880154"
"15505","chr19","2910712","2915150"
"15506","chr19","2934780","2935399"
"15507","chr19","2949774","2954903"
"15508","chr19","2955753","2958199"
"15509","chr19","2958930","2960601"
"15510","chr19","2965230","2966445"
"15511","chr19","2968634","2970377"
"15512","chr19","2990474","2995125"
"15513","chr19","3003527","3007241"
"15514","chr19","3008596","3010944"
"15515","chr19","3012439","3015214"
"15516","chr19","3036868","3040779"
"15517","chr19","3056409","3058932"
"15518","chr19","3066649","3066981"
"15519","chr19","3071512","3074880"
"15520","chr19","3078036","3078508"
"15521","chr19","3081968","3090314"
"15522","chr19","3101514","3107510"
"15523","chr19","3126218","3127153"
"15524","chr19","3129551","3133771"
"15525","chr19","3156082","3161500"
"15526","chr19","3163222","3166128"
"15527","chr19","3168234","3171634"
"15528","chr19","3182588","3188723"
"15529","chr19","3220964","3224863"
"15530","chr19","3232716","3233273"
"15531","chr19","3247255","3260878"
"15532","chr19","3270389","3285291"
"15533","chr19","3288233","3290868"
"15534","chr19","3298356","3300041"
"15535","chr19","3315537","3319115"
"15536","chr19","3320008","3323369"
"15537","chr19","3325005","3327655"
"15538","chr19","3331734","3336383"
"15539","chr19","3339556","3345180"
"15540","chr19","3353034","3356503"
"15541","chr19","3356944","3357898"
"15542","chr19","3365983","3374545"
"15543","chr19","3377949","3383223"
"15544","chr19","3404293","3408168"
"15545","chr19","3408357","3410263"
"15546","chr19","3417085","3419871"
"15547","chr19","3447129","3448578"
"15548","chr19","3459098","3460532"
"15549","chr19","3461336","3464478"
"15550","chr19","3551265","3555743"
"15551","chr19","3575548","3580115"
"15552","chr19","3593380","3604510"
"15553","chr19","3618584","3621496"
"15554","chr19","3626205","3626495"
"15555","chr19","3634379","3646755"
"15556","chr19","3680960","3685086"
"15557","chr19","3692278","3694162"
"15558","chr19","3701656","3704349"
"15559","chr19","3708090","3712602"
"15560","chr19","3726609","3729942"
"15561","chr19","3750874","3757528"
"15562","chr19","3762401","3765297"
"15563","chr19","3766965","3770170"
"15564","chr19","3770921","3771205"
"15565","chr19","3773085","3776747"
"15566","chr19","3785802","3786113"
"15567","chr19","3786628","3789848"
"15568","chr19","3797666","3802824"
"15569","chr19","3811977","3823970"
"15570","chr19","3824924","3833280"
"15571","chr19","3841190","3844142"
"15572","chr19","3845317","3845589"
"15573","chr19","3848225","3851474"
"15574","chr19","3853062","3857487"
"15575","chr19","3864329","3864799"
"15576","chr19","3888004","3889571"
"15577","chr19","3908456","3909058"
"15578","chr19","3915776","3923097"
"15579","chr19","3926243","3933207"
"15580","chr19","3939703","3939948"
"15581","chr19","3941517","3946127"
"15582","chr19","3966772","3970331"
"15583","chr19","4045027","4048389"
"15584","chr19","4051514","4057002"
"15585","chr19","4086394","4088072"
"15586","chr19","4091720","4093473"
"15587","chr19","4095189","4096115"
"15588","chr19","4127087","4131637"
"15589","chr19","4155756","4160551"
"15590","chr19","4166642","4169627"
"15591","chr19","4183110","4184234"
"15592","chr19","4198295","4198585"
"15593","chr19","4203581","4212148"
"15594","chr19","4213355","4213822"
"15595","chr19","4224311","4229929"
"15596","chr19","4230980","4235031"
"15597","chr19","4246212","4249791"
"15598","chr19","4251312","4257922"
"15599","chr19","4267473","4269927"
"15600","chr19","4271255","4272372"
"15601","chr19","4273900","4275871"
"15602","chr19","4286542","4289707"
"15603","chr19","4304956","4308083"
"15604","chr19","4309231","4313562"
"15605","chr19","4317758","4321491"
"15606","chr19","4321892","4325092"
"15607","chr19","4330440","4335052"
"15608","chr19","4355591","4357552"
"15609","chr19","4370645","4370989"
"15610","chr19","4373344","4374634"
"15611","chr19","4380867","4381280"
"15612","chr19","4386033","4389405"
"15613","chr19","4389685","4390992"
"15614","chr19","4392457","4394573"
"15615","chr19","4399860","4400754"
"15616","chr19","4403418","4407292"
"15617","chr19","4429842","4432328"
"15618","chr19","4446383","4450235"
"15619","chr19","4455672","4460110"
"15620","chr19","4486063","4489507"
"15621","chr19","4495317","4496918"
"15622","chr19","4510861","4512488"
"15623","chr19","4523766","4527956"
"15624","chr19","4532137","4537762"
"15625","chr19","4546319","4556230"
"15626","chr19","4582227","4583396"
"15627","chr19","4609627","4612127"
"15628","chr19","4625841","4627158"
"15629","chr19","4631577","4635824"
"15630","chr19","4646496","4651097"
"15631","chr19","4669533","4671417"
"15632","chr19","4676992","4677732"
"15633","chr19","4696716","4697602"
"15634","chr19","4709588","4709977"
"15635","chr19","4716687","4721530"
"15636","chr19","4740476","4743339"
"15637","chr19","4757593","4761987"
"15638","chr19","4764297","4768376"
"15639","chr19","4769803","4779017"
"15640","chr19","4780773","4787135"
"15641","chr19","4796080","4799568"
"15642","chr19","4847023","4848056"
"15643","chr19","4854191","4857410"
"15644","chr19","4859540","4861204"
"15645","chr19","4861236","4861490"
"15646","chr19","4875737","4879784"
"15647","chr19","4882137","4884932"
"15648","chr19","4888939","4893474"
"15649","chr19","4897384","4898665"
"15650","chr19","4912205","4924173"
"15651","chr19","4925661","4929019"
"15652","chr19","4944993","4950572"
"15653","chr19","4951868","4953610"
"15654","chr19","4971040","4985460"
"15655","chr19","4990100","4997437"
"15656","chr19","4997888","5007909"
"15657","chr19","5014467","5019344"
"15658","chr19","5022809","5026775"
"15659","chr19","5070363","5076562"
"15660","chr19","5087147","5093447"
"15661","chr19","5096727","5099105"
"15662","chr19","5106032","5106638"
"15663","chr19","5106876","5108503"
"15664","chr19","5110639","5112366"
"15665","chr19","5117131","5119715"
"15666","chr19","5125434","5133857"
"15667","chr19","5136274","5137056"
"15668","chr19","5140234","5146095"
"15669","chr19","5166151","5175233"
"15670","chr19","5189708","5194039"
